snapshot_utc,mode,event_id,commence_utc,home,away,book,market,outcome,point,price
2026-09-09T01:27:58Z,closing,bbab891f2a9defcd506aafce495b42dc,2026-09-09T01:41:00Z,Athletics,Toronto Blue Jays,fanduel,h2h,Athletics,,2.5
2026-09-09T01:27:58Z,closing,bbab891f2a9defcd506aafce495b42dc,2026-09-09T01:41:00Z,Athletics,Toronto Blue Jays,fanduel,h2h,Toronto Blue Jays,,1.56
2026-09-09T01:27:58Z,closing,bbab891f2a9defcd506aafce495b42dc,2026-09-09T01:41:00Z,Athletics,Toronto Blue Jays,fanduel,spreads,Athletics,1.5,1.95
2026-09-09T01:27:58Z,closing,bbab891f2a9defcd506aafce495b42dc,2026-09-09T01:41:00Z,Athletics,Toronto Blue Jays,fanduel,spreads,Toronto Blue Jays,-1.5,1.88
2026-09-09T01:27:58Z,closing,bbab891f2a9defcd506aafce495b42dc,2026-09-09T01:41:00Z,Athletics,Toronto Blue Jays,fanduel,totals,Over,9.5,2.1
2026-09-09T01:27:58Z,closing,bbab891f2a9defcd506aafce495b42dc,2026-09-09T01:41:00Z,Athletics,Toronto Blue Jays,fanduel,totals,Under,9.5,1.75
2026-09-09T01:27:58Z,closing,bbab891f2a9defcd506aafce495b42dc,2026-09-09T01:41:00Z,Athletics,Toronto Blue Jays,coolbet,h2h,Athletics,,2.47
2026-09-09T01:27:58Z,closing,bbab891f2a9defcd506aafce495b42dc,2026-09-09T01:41:00Z,Athletics,Toronto Blue Jays,coolbet,h2h,Toronto Blue Jays,,1.55
2026-09-09T01:27:58Z,closing,bbab891f2a9defcd506aafce495b42dc,2026-09-09T01:41:00Z,Athletics,Toronto Blue Jays,coolbet,spreads,Athletics,1.5,1.92
2026-09-09T01:27:58Z,closing,bbab891f2a9defcd506aafce495b42dc,2026-09-09T01:41:00Z,Athletics,Toronto Blue Jays,coolbet,spreads,Toronto Blue Jays,-1.5,1.89
2026-09-09T01:27:58Z,closing,bbab891f2a9defcd506aafce495b42dc,2026-09-09T01:41:00Z,Athletics,Toronto Blue Jays,coolbet,totals,Over,9.0,1.85
2026-09-09T01:27:58Z,closing,bbab891f2a9defcd506aafce495b42dc,2026-09-09T01:41:00Z,Athletics,Toronto Blue Jays,coolbet,totals,Under,9.0,1.96
2026-09-09T01:27:58Z,closing,bbab891f2a9defcd506aafce495b42dc,2026-09-09T01:41:00Z,Athletics,Toronto Blue Jays,draftkings,h2h,Athletics,,2.49
2026-09-09T01:27:58Z,closing,bbab891f2a9defcd506aafce495b42dc,2026-09-09T01:41:00Z,Athletics,Toronto Blue Jays,draftkings,h2h,Toronto Blue Jays,,1.55
2026-09-09T01:27:58Z,closing,bbab891f2a9defcd506aafce495b42dc,2026-09-09T01:41:00Z,Athletics,Toronto Blue Jays,draftkings,spreads,Athletics,1.5,1.93
2026-09-09T01:27:58Z,closing,bbab891f2a9defcd506aafce495b42dc,2026-09-09T01:41:00Z,Athletics,Toronto Blue Jays,draftkings,spreads,Toronto Blue Jays,-1.5,1.89
